name,event_name,round_type,section_1,section_2,section_3,section_4,section_5,time
Dakotah Norton,Fort William,Timed Training 1,50.825,206.92400000000004,72.76599999999996,34.59200000000004,26.892999999999972,392
Loris Vergier,Fort William,Timed Training 1,48.921,219.42200000000003,34.80599999999998,32.18799999999999,26.66300000000001,362
Troy Brosnan,Fort William,Timed Training 1,49.534,469.794,38.173,31.712999999999965,26.786000000000058,616
Jordan Williams,Fort William,Timed Training 1,49.03,229.82399999999998,37.62700000000001,45.363,26.156000000000006,388
Loic Bruni,Fort William,Timed Training 1,47.878,111.711,36.96000000000001,31.783999999999992,25.667,254
Greg Williamson,Fort William,Timed Training 1,48.833,115.65299999999999,37.652000000000015,31.722999999999985,24.13900000000001,258
Loris Revelli,Fort William,Timed Training 1,48.96,115.42699999999999,37.272999999999996,32.633999999999986,25.706000000000017,260
Andreas Kolb,Fort William,Timed Training 1,49.083,307.375,299.962,33.023000000000025,26.557000000000016,716
Matt Walker,Fort William,Timed Training 1,47.236,113.36200000000002,37.922,31.763000000000005,23.716999999999985,254
Bernard Kerr,Fort William,Timed Training 1,49.85,113.625,37.47999999999999,31.989000000000033,27.055999999999983,260
Greg Minnaar,Fort William,Timed Training 1,48.22,115.31199999999998,37.87900000000002,31.293000000000006,25.295999999999992,258
Laurie Greenland,Fort William,Timed Training 1,48.408,113.683,38.531000000000006,31.294999999999987,24.083,256
Luke Meier-Smith,Fort William,Timed Training 1,48.311,116.78899999999999,37.57400000000001,31.698000000000008,24.627999999999986,259
Danny Hart,Fort William,Timed Training 1,48.655,114.001,37.68099999999998,31.98600000000002,24.676999999999992,257
Henri Kiefer,Fort William,Timed Training 1,55.245,304.15,36.71700000000004,221.89399999999995,24.994000000000028,643
Lachlan Stevens-Mcnab,Fort William,Timed Training 1,50.051,217.753,242.95700000000005,NA,NA,NA
Rémi Thirion,Fort William,Timed Training 1,51.063,167.243,36.75600000000003,33.036,25.901999999999987,314
Joe Breeden,Fort William,Timed Training 1,49.297,117.79600000000002,39.99599999999998,32.923,24.988,265
Thibaut Daprela,Fort William,Timed Training 1,49.079,337.561,871.4420000000001,33.684999999999945,26.232999999999947,1318
Douglas Vieira,Fort William,Timed Training 1,50.41,368.778,38.277000000000044,32.448999999999955,25.086000000000013,515
Dylan Levesque,Fort William,Timed Training 1,51.217,634.859,1252.495,33.27200000000016,26.156999999999925,1998
Simon Chapelet,Fort William,Timed Training 1,50.511,274.68899999999996,64.97800000000001,31.562999999999988,27.259000000000015,449
Dylan Maples,Fort William,Timed Training 1,51,173,39,33,28,324
Davide Palazzari,Fort William,Timed Training 1,51,119,40,33,27,270
Dan Slack,Fort William,Timed Training 1,50,280,37,33,25,425
Ronan Dunne,Fort William,Timed Training 1,51,180,60,34,29,354
Connor Fearon,Fort William,Timed Training 1,49,154,38,32,28,301
Thomas Estaque,Fort William,Timed Training 1,50,177,218,34,31,510
Max Hartenstern,Fort William,Timed Training 1,49,118,169,32,26,394
Léo Abella,Fort William,Timed Training 1,52,702,217,90,76,1137
Amaury Pierron,Fort William,Timed Training 1,50,117,37,32,26,262
Tyler Ervin,Fort William,Timed Training 1,51,122,39,34,26,272
Oliver Davis,Fort William,Timed Training 1,50,196,113,34,29,422
Nathan Pontvianne,Fort William,Timed Training 1,51,118,37,34,32,272
Luca Shaw,Fort William,Timed Training 1,49,225,38,33,27,372
Taylor Vernon,Fort William,Timed Training 1,50,218,39,33,25,365
Michael Hannah,Fort William,Timed Training 1,49,119,39,32,25,264
Angel Alonso Suarez,Fort William,Timed Training 1,48,606,39,32,28,753
Luke Mumford,Fort William,Timed Training 1,48,638,37,55,28,806
Oliver Zwar,Fort William,Timed Training 1,50,280,287,32,28,677
Christopher Grice,Fort William,Timed Training 1,49,122,39,33,26,269
Austin Dooley,Fort William,Timed Training 1,49,189,588,31,27,884
Dom Platt,Fort William,Timed Training 1,49,275,693,32,29,1078
Lucas Cruz,Fort William,Timed Training 1,51,125,39,33,26,274
Lino Lehmann,Fort William,Timed Training 1,49.978,122.29899999999998,40.608000000000004,33.366000000000014,26.748999999999995,273
Tegan Cruz,Fort William,Timed Training 1,50.991,178.726,37.504999999999995,32.906000000000006,25.872000000000014,326
Preston Williams,Fort William,Timed Training 1,51.352,275.678,40.394000000000005,218.86800000000005,25.70799999999997,612
Samuel Blenkinsop,Fort William,Timed Training 1,49.672,119.81300000000002,39.85499999999999,32.656000000000006,25.00399999999999,267
Kirk Mcdowall,Fort William,Timed Training 1,51.609,126.291,39.108000000000004,33.87299999999999,26.119,277
Tuhoto-Ariki Pene,Fort William,Timed Training 1,51.762,220.45499999999998,136.83500000000004,33.738,29.20999999999998,472
Thibault Laly,Fort William,Timed Training 1,51.171,230.32600000000002,67.08799999999997,32.89100000000002,25.524,407
Josh Turner,Fort William,Timed Training 1,75.248,121.29099999999998,40.28800000000001,33.33699999999999,25.836000000000013,296
Remy Meier-Smith,Fort William,Timed Training 1,168.03,157.10999999999999,38.07400000000001,32.88100000000003,24.904999999999973,421
Antoine Vidal,Fort William,Timed Training 1,85.29599999999999,246.365,147.531,38.83000000000004,30.977999999999952,549
Jacob Dickson,Fort William,Timed Training 1,49.976,221.07,174.16000000000003,48.15299999999996,48.64100000000002,542
Gaëtan Vige,Fort William,Timed Training 1,52.768,295.077,458.21299999999997,33.472999999999956,27.46900000000005,867
Wyn Masters,Fort William,Timed Training 1,51.833,331.155,39.78399999999999,33.61700000000002,27.61099999999999,484
Matthew Walker,Fort William,Timed Training 1,49.993,123.92099999999999,38.84,32.495000000000005,24.751000000000005,270
Noel Niederberger,Fort William,Timed Training 1,NA,NA,38.94900000000001,32.448999999999984,25.65100000000001,270
Simen Smestad,Fort William,Timed Training 1,51.563,384.908,277.42100000000005,33.152999999999906,25.95500000000004,773
Johan Garcin,Fort William,Timed Training 1,52.373,471.013,196.08000000000004,33.06899999999996,25.465000000000032,778
Harry Molloy,Fort William,Timed Training 1,52.79,234.092,552.296,32.86900000000003,26.952999999999975,899
Mark Wallace,Fort William,Timed Training 1,50.844,236.39499999999998,38.25400000000002,33.403999999999996,27.10300000000001,386
Daniel Liberal Castellanos,Fort William,Timed Training 1,52.748,602.4649999999999,38.91100000000006,33.730999999999995,28.144999999999982,756
Evan Medcalf,Fort William,Timed Training 1,52.96,189.46099999999998,37.81,33.89999999999998,26.869000000000028,341
Brook Macdonald,Fort William,Timed Training 1,49.614,166.455,84.35300000000001,31.998999999999967,26.579000000000008,359
Loïc Martin,Fort William,Timed Training 1,53.808,219.10500000000002,39.16399999999999,33.91399999999999,28.009000000000015,374
Kimi Viardot,Fort William,Timed Training 1,57.557,121.37599999999999,779.487,34.03399999999999,28.54600000000005,1021
Raphael Iniguez,Fort William,Timed Training 1,50.315,337.994,128.37999999999994,87.207,53.10400000000004,657
Joshua Arcus,Fort William,Timed Training 1,51.871,NA,NA,NA,NA,NA
Jack Reading,Fort William,Timed Training 1,183.898,1175.42,455.50700000000006,33.52399999999989,27.651000000000067,1876
Toby Meek,Fort William,Timed Training 1,51.879,122.882,40.40299999999999,34.40100000000001,26.435000000000002,276
Nico Lamm,Fort William,Timed Training 1,102.925,NA,NA,NA,NA,NA
Gabriel Neron,Fort William,Timed Training 1,52.836,123.461,39.82500000000002,34.13799999999998,25.74000000000001,276
James Macdermid,Fort William,Timed Training 1,51.747,160.02300000000002,NA,NA,NA,NA
Neko Mulally,Fort William,Timed Training 1,49.064,606.505,38.41300000000001,32.80799999999999,26.210000000000036,753
William Hynes,Fort William,Timed Training 1,52.308,239.43600000000004,823.5189999999999,33.31000000000017,26.426999999999907,1175
Finn Iles,Fort William,Timed Training 1,49.401,254.197,35.72800000000001,32.25,25.423999999999978,397
Thomas Ollier,Fort William,Timed Training 1,54.166,208.166,582.427,34.831999999999994,27.408999999999992,907
Benjamin Fouillit,Fort William,Timed Training 1,54.967,476.808,275.942,36.13300000000004,27.149999999999977,871
Nico Arnold,Fort William,Timed Training 1,50.971,343.996,40.68700000000001,35.55500000000001,28.790999999999997,500
Charles Murray,Fort William,Timed Training 1,69.707,186.078,39.49999999999997,33.085000000000036,26.629999999999995,355
Nuno Reis,Fort William,Timed Training 1,96.539,236.039,38.67100000000005,35.59100000000001,28.159999999999968,435
Arnau Miro Graslaub,Fort William,Timed Training 1,53.064,217.98300000000003,81.73799999999994,35.01800000000003,27.197000000000003,415
Florian Sirieix,Fort William,Timed Training 1,55.416,258.90500000000003,441.033,119.197,27.448999999999955,902
Ross Ennis,Fort William,Timed Training 1,54.509,171.61200000000002,41.059,35.78699999999998,29.033000000000015,332
Martin Maes,Fort William,Timed Training 1,51.259,173.59199999999998,38.252999999999986,32.82900000000001,25.067000000000007,321
Rory Kirk,Fort William,Timed Training 1,51.245,NA,NA,86.90600000000006,NA,NA
Christopher Cumming,Fort William,Timed Training 1,50.109,210.566,99.63999999999999,93.83800000000002,46.84699999999998,501
Matteo Iniguez,Fort William,Timed Training 1,48.725,172.605,36.85700000000003,32.108000000000004,25.704999999999984,316
Dante Silva,Fort William,Timed Training 1,49.615,276.659,38.435,33.19900000000001,26.091999999999985,424
Oisin Callaghan O,Fort William,Timed Training 1,49.202,180.185,36.980999999999995,36.42500000000001,27.206999999999994,330
Adam Brayton,Fort William,Timed Training 1,51.636,547.495,455.3370000000001,33.886999999999944,26.644999999999982,1115
Luca Thurlow,Fort William,Timed Training 1,52.86,149.67399999999998,282.432,34.36800000000005,25.66599999999994,545
Benoit Coulanges,Fort William,Timed Training 1,48.31,286.185,37.02499999999998,32.30000000000001,25.180000000000007,429
Davide Cappello,Fort William,Timed Training 1,51.727,172.593,73.964999999999975,34.82000000000005,28.894999999999982,362
Fridolin Amiguet,Fort William,Timed Training 1,82.186,161.082,95.701,82.05099999999999,67.98000000000002,489
Antoine Pierron,Fort William,Timed Training 1,50.228,413.587,567.2069999999999,33.628000000000156,26.34999999999991,1091
Angus Ferguson,Fort William,Timed Training 1,53.78,218.573,41.351,34.822,27.47399999999999,376
Onni Rainio,Fort William,Timed Training 1,51.233,371.07099999999997,455.827,33.39200000000005,26.476999999999975,938
Ryan Ryan Pinkerton,Fort William,Timed Training 1,49.583,547.6070000000001,37.91599999999994,33.24699999999996,23.647000000000048,692
Alex Grandvallet Iscla,Fort William,Timed Training 1,53.534,326.28000000000003,38.49899999999997,34.05500000000001,25.632000000000005,478
Baptiste Pierron,Fort William,Timed Training 1,51.472,249.177,359.42600000000004,33.88799999999992,27.037000000000035,721
Rafael Sousa,Fort William,Timed Training 1,52.207,274.782,39.700000000000045,34.36899999999997,27.942000000000007,429
Jakob Jewett,Fort William,Timed Training 1,50.818,263.297,39.531000000000006,33.531000000000006,27.82299999999998,415
Luke Matthew Williamson,Fort William,Timed Training 1,49.735,329.907,39.18799999999999,32.793000000000006,26.37700000000001,478
Colin Mcelyea,Fort William,Timed Training 1,53.052,347.755,38.87700000000001,34.01999999999998,28.295999999999992,502
Reece Wilson,Fort William,Timed Training 1,50.586,291.787,37.624000000000024,32.56900000000002,26.43399999999997,439
Hugo Marini,Fort William,Timed Training 1,49.687,1571.267,231.86000000000013,33.12999999999988,26.05600000000004,1912
Bodhi Kuhn,Fort William,Timed Training 1,50.425,218.961,152.00699999999995,NA,NA,606
Douglas Goodwill,Fort William,Timed Training 1,NA,NA,156.132,33.55000000000001,26.197000000000003,478
Mael Gironde,Fort William,Timed Training 1,51.931,357.03900000000004,217.51,33.93299999999999,27.58699999999999,688
Léo Grisel,Fort William,Timed Training 1,52.434,473.98900000000003,39.14300000000003,285.31499999999994,27.119000000000028,878
Henry Kerr,Fort William,Timed Training 1,49.667,451.59400000000005,544.4270000000001,31.567999999999984,26.743999999999915,1104
Kilian Schnoeller,Fort William,Timed Training 1,52.59,313.451,91.02300000000002,33.495000000000005,32.440999999999974,523
Philip Atwill,Fort William,Timed Training 1,54.825,215.481,214.66900000000004,34.09500000000003,29.92999999999995,549
Jesse Schulte,Fort William,Timed Training 1,54.793,266.7,1262.669,35.54399999999987,26.294000000000096,1646
Stefano Introzzi,Fort William,Timed Training 1,50.316,347.04600000000005,83.767,33.507999999999925,28.363000000000056,543
Erik Irmisch,Fort William,Timed Training 1,50.175,284.609,734.8929999999999,34.31700000000001,28.006000000000085,1132
Josh Lancett-Edwards,Fort William,Timed Training 1,56.965,416.12,42.74200000000002,33.58000000000004,26.59299999999996,576
Kye A'hern,Fort William,Timed Training 1,49.918,117.62899999999999,348.972,32.63599999999997,24.845000000000027,574
Sebastian Villa Holguin,Fort William,Timed Training 1,50.955,307.34700000000004,180.13800000000003,33.93299999999999,28.626999999999953,601
Juan Fabregat Guillamón,Fort William,Timed Training 1,53.821,410.236,561.6379999999999,43.070000000000164,80.2349999999999,1149
Lewis Carr,Fort William,Timed Training 1,52.163,278.405,297.486,33.35699999999997,26.589000000000055,688
Gonçalo Bandeira,Fort William,Timed Training 1,50.066,238.78400000000002,457.14199999999994,32.09500000000003,25.91300000000001,804
Ethan George Craik,Fort William,Timed Training 1,50.147,NA,NA,NA,NA,NA
Charlie Hatton,Fort William,Timed Training 1,49.742,273.32399999999996,434.59999999999997,31.885000000000105,25.448999999999955,815
Steiner Julian,Fort William,Timed Training 1,52.699,644.034,41.77500000000009,34.69999999999993,24.79200000000003,798
Jackson Connelly,Fort William,Timed Training 1,51.526,NA,NA,NA,NA,NA
Pau Busquets Menoyo,Fort William,Timed Training 1,50.826,610.0269999999999,84.49200000000008,32.74299999999994,26.912000000000035,805
Jamie Edmondson,Fort William,Timed Training 1,49.123,634.048,38.5859999999999,74.55100000000004,25.692000000000007,822
Antoine Rogge,Fort William,Timed Training 1,51.131,289.674,1174.816,57.08699999999999,48.291999999999916,1621
Jono Jones,Fort William,Timed Training 1,53.177,521.307,222.038,34.827,26.650999999999954,858
Edward Masters,Fort William,Timed Training 1,51.494,413.188,334.249,33.92999999999995,26.13900000000001,859
William Pope,Fort William,Timed Training 1,50.521,NA,NA,NA,NA,NA
Jobe Gentle,Fort William,Timed Training 1,54.293,380.468,787.655,34.92800000000011,26.65599999999995,1284
Jack Piercy,Fort William,Timed Training 1,53.471,279.516,922.9099999999999,33.34400000000005,25.759000000000015,1315
George Brannigan,Fort William,Timed Training 1,49.827,NA,NA,NA,NA,1654
Cédric Taillefer,Fort William,Timed Training 1,51.537,2058.9900000000002,NA,NA,NA,NA
Seth Sherlock,Fort William,Timed Training 1,50.372,170.92199999999997,36.85200000000003,32.76999999999998,NA,NA
Troy Brosnan,Bielsko-Biala,Timed Training 1,45,58,29,149,40,321
Rémi Thirion,Bielsko-Biala,Timed Training 1,45,132,28,57,338,600
Thomas Estaque,Bielsko-Biala,Timed Training 1,88,60,95,53,30,326
Gaëtan Vige,Bielsko-Biala,Timed Training 1,45,103,91,140,460,839
Philip Atwill,Bielsko-Biala,Timed Training 1,45,56,28,88,31,248
Finn Iles,Bielsko-Biala,Timed Training 1,45,57,29,53,32,216
Loris Revelli,Bielsko-Biala,Timed Training 1,57,57,28,141,29,312
Loic Bruni,Bielsko-Biala,Timed Training 1,45,164,29,289,29,556
Juan Fernando Muñoz,Bielsko-Biala,Timed Training 1,45,94,70,68,30,307
Loris Vergier,Bielsko-Biala,Timed Training 1,42,112,50,48,27,279
Christopher Grice,Bielsko-Biala,Timed Training 1,46,125,32,105,32,340
Samuel Blenkinsop,Bielsko-Biala,Timed Training 1,49,60,29,53,30,221
Henry Kerr,Bielsko-Biala,Timed Training 1,46,275,121,54,88,584
Baptiste Pierron,Bielsko-Biala,Timed Training 1,46,60,30,59,32,227
Bernard Kerr,Bielsko-Biala,Timed Training 1,44,210,29,103,239,625
Austin Dooley,Bielsko-Biala,Timed Training 1,46,114,80,54,398,692
Danny Hart,Bielsko-Biala,Timed Training 1,45,59,29,55,34,222
Thibaut Daprela,Bielsko-Biala,Timed Training 1,55,101,154,89,31,430
Greg Williamson,Bielsko-Biala,Timed Training 1,104,55,102,195,28,484
Onni Rainio,Bielsko-Biala,Timed Training 1,47,157,75,110,120,509
Stefano Introzzi,Bielsko-Biala,Timed Training 1,47,170,28,214,29,488
Mark Wallace,Bielsko-Biala,Timed Training 1,46,164,246,54,31,541
Mael Gironde,Bielsko-Biala,Timed Training 1,47,111,98,55,383,694
Taylor Vernon,Bielsko-Biala,Timed Training 1,58,59,89,54,182,442
Léo Abella,Bielsko-Biala,Timed Training 1,47,80,30,55,52,264
Max Hartenstern,Bielsko-Biala,Timed Training 1,46,64,51,57,35,253
Matt Walker,Bielsko-Biala,Timed Training 1,221,58,29,108,89,505
Ethan George Craik,Bielsko-Biala,Timed Training 1,50,58,410,52,29,599
Greg Minnaar,Bielsko-Biala,Timed Training 1,47,164,103,60,69,443
Dante Silva,Bielsko-Biala,Timed Training 1,46,59,110,54,40,309
Jordan Williams,Bielsko-Biala,Timed Training 1,50,105,33,72,76,336
Lino Lehmann,Bielsko-Biala,Timed Training 1,59,94,33,100,33,319
Hannes Lehmann,Bielsko-Biala,Timed Training 1,55,60,31,85,30,261
Douglas Goodwill,Bielsko-Biala,Timed Training 1,46,60,30,54,36,226
Loïc Martin,Bielsko-Biala,Timed Training 1,46,354,32,73,393,898
Davide Palazzari,Bielsko-Biala,Timed Training 1,44,58,27,52,30,211
Amaury Pierron,Bielsko-Biala,Timed Training 1,44,56,27,52,32,211
Joshua Arcus,Bielsko-Biala,Timed Training 1,48,63,74,119,37,341
Nico Lamm,Bielsko-Biala,Timed Training 1,43,55,121,49,29,297
Harry Molloy,Bielsko-Biala,Timed Training 1,46,232,31,61,39,409
Seth Sherlock,Bielsko-Biala,Timed Training 1,49,151,31,55,44,330
Jack Piercy,Bielsko-Biala,Timed Training 1,62,61,30,99,46,298
Simon Maurer,Bielsko-Biala,Timed Training 1,45,89,30,55,85,304
Lachlan Stevens-Mcnab,Bielsko-Biala,Timed Training 1,49,213,131,85,385,863
Jacob Dickson,Bielsko-Biala,Timed Training 1,48,63,32,56,34,233
Dakotah Norton,Bielsko-Biala,Timed Training 1,46,79,59,58,32,274
Johan Garcin,Bielsko-Biala,Timed Training 1,47,97,288,66,27,525
Tegan Cruz,Bielsko-Biala,Timed Training 1,47,58,28,52,28,213
Hayden Stead,Bielsko-Biala,Timed Training 1,48,108,30,114,31,331
Tyler Ervin,Bielsko-Biala,Timed Training 1,48,158,34,103,36,379
Kirk Mcdowall,Bielsko-Biala,Timed Training 1,93,263,116,62,31,565
Douglas Vieira,Bielsko-Biala,Timed Training 1,48,59,30,82,53,272
Thibault Laly,Bielsko-Biala,Timed Training 1,46,179,30,59,194,508
Oisin Callaghan O,Bielsko-Biala,Timed Training 1,45,58,28,125,62,318
Nathan Pontvianne,Bielsko-Biala,Timed Training 1,46,179,29,59,199,512
Kimi Viardot,Bielsko-Biala,Timed Training 1,44,54,27,6,0,131
Colin Mcelyea,Bielsko-Biala,Timed Training 1,50,67,32,59,34,242
William Hynes,Bielsko-Biala,Timed Training 1,50,66,150,58,429,753
Toby Meek,Bielsko-Biala,Timed Training 1,49,63,31,60,35,238
Luca Thurlow,Bielsko-Biala,Timed Training 1,49,59,29,52,29,218
Raphael Iniguez,Bielsko-Biala,Timed Training 1,52,117,43,110,79,401
Noah Hofmann,Bielsko-Biala,Timed Training 1,49,135,135,84,34,437
Preston Williams,Bielsko-Biala,Timed Training 1,48,67,33,208,32,388
Thomas Ollier,Bielsko-Biala,Timed Training 1,48,59,29,56,29,221
Kael Foale,Bielsko-Biala,Timed Training 1,52,115,134,60,352,713
Luke Matthew Williamson,Bielsko-Biala,Timed Training 1,46,59,30,54,33,222
Ondrej Kolecík,Bielsko-Biala,Timed Training 1,51.12,145.165,143.032,76.85500000000002,566.828,983
Marius Perraudin,Bielsko-Biala,Timed Training 1,52.196,125.92600000000002,100.82299999999998,88.73900000000003,34.315999999999974,402
James Macdermid,Bielsko-Biala,Timed Training 1,50.525,65.393,33.37899999999999,73.16,33.543000000000006,256
Jackson Connelly,Bielsko-Biala,Timed Training 1,NA,NA,NA,NA,NA,NA
Jules Troillet,Bielsko-Biala,Timed Training 1,49.207,134.61700000000002,73.173,59.795000000000016,77.20799999999997,394
Davide Cappello,Bielsko-Biala,Timed Training 1,45.925,60.67800000000001,29.863,56.161,38.37299999999999,231
Remy Meier-Smith,Bielsko-Biala,Timed Training 1,46.801,101.03699999999999,29.031000000000006,80.74600000000001,75.38499999999999,333
Simon Chapelet,Bielsko-Biala,Timed Training 1,47.455,58.79700000000001,165.29399999999998,52.261000000000024,28.192999999999984,352
Antoine Pierron,Bielsko-Biala,Timed Training 1,47.784,183.31900000000002,103.649,52.97300000000001,129.27499999999998,517
Sam Conroy,Bielsko-Biala,Timed Training 1,263.63,107.83800000000002,32.668000000000006,57.722999999999956,147.14100000000002,609
Tuhoto-Ariki Pene,Bielsko-Biala,Timed Training 1,51.46,61.079,28.695000000000007,70.44299999999998,28.323000000000008,240
Ronan Dunne,Bielsko-Biala,Timed Training 1,46.507,84.976,29.89099999999999,57.28,31.346000000000004,250
Sebastian Villa Holguin,Bielsko-Biala,Timed Training 1,50.012,88.84700000000001,70.268,56.45400000000001,176.41899999999998,442
Ryan Pinkerton,Bielsko-Biala,Timed Training 1,49.033,77.039,31.692999999999984,88.11000000000001,30.125,276
Siim Savik,Bielsko-Biala,Timed Training 1,52.878,130.61,31.646000000000015,194.30700000000002,36.55899999999997,446
Benoit Coulanges,Bielsko-Biala,Timed Training 1,50.301,121.658,27.655,51.423,27.962999999999994,279
Fridolin Amiguet,Bielsko-Biala,Timed Training 1,77.342,116.71499999999999,30.920000000000016,57.676000000000016,44.34699999999998,327
Ian Guionnet,Bielsko-Biala,Timed Training 1,46.909,104.67600000000002,117.66,58.09699999999998,79.65800000000002,407
Jakob Jewett,Bielsko-Biala,Timed Training 1,54.063,60.42,31.060000000000002,97.213,29.244,272
Gabriel Neron,Bielsko-Biala,Timed Training 1,50.408,156.255,30.430000000000007,81.47199999999998,31.435000000000002,350
Brook Macdonald,Bielsko-Biala,Timed Training 1,60.505,56.796,59.511999999999986,51.152000000000015,364.03499999999997,592
Jobe Gentle,Bielsko-Biala,Timed Training 1,446.772,84.03000000000003,31.600000000000023,101.269,224.32899999999995,888
Luke Meier-Smith,Bielsko-Biala,Timed Training 1,46,61,98,55,34,294
Bryn Dickerson,Bielsko-Biala,Timed Training 1,44,55,121,49,29,298
Luca Shaw,Bielsko-Biala,Timed Training 1,46,60,109,55,32,302
Nico Schlebes,Bielsko-Biala,Timed Training 1,51,130,140,60,527,908
Adam Brayton,Bielsko-Biala,Timed Training 1,46,138,33,58,36,311
Ross Kew,Bielsko-Biala,Timed Training 1,51,111,55,58,39,314
Janis Lehmann,Bielsko-Biala,Timed Training 1,47,198,30,179,179,633
Evan Medcalf,Bielsko-Biala,Timed Training 1,50,111,30,96,31,318
Adam Rojcek,Bielsko-Biala,Timed Training 1,50,145,80,91,592,958
Dylan Maples,Bielsko-Biala,Timed Training 1,82,58,118,125,30,413
Angus Ferguson,Bielsko-Biala,Timed Training 1,53,115,36,103,194,501
Ross Ennis,Bielsko-Biala,Timed Training 1,49,81,86,75,256,547
Denis Kohut,Bielsko-Biala,Timed Training 1,80,143,66,80,619,988
Valentin Chatanay,Bielsko-Biala,Timed Training 1,48,63,134,56,33,334
Emile Rilat,Bielsko-Biala,Timed Training 1,43,192,28,50,29,342
Reece Wilson,Bielsko-Biala,Timed Training 1,60,57,61,123,39,340
Dan Slack,Bielsko-Biala,Timed Training 1,46,188,29,136,153,552
Oliver Davis,Bielsko-Biala,Timed Training 1,45,55,28,53,175,356
Dylan Levesque,Bielsko-Biala,Timed Training 1,48,198,347,54,69,716
Yuki Kushima,Bielsko-Biala,Timed Training 1,89,102,68,82,231,572
Lewis Carr,Bielsko-Biala,Timed Training 1,47,146,66,86,31,376
Pau Busquets Menoyo,Bielsko-Biala,Timed Training 1,42,109,153,49,27,380
Charlie Hatton,Bielsko-Biala,Timed Training 1,45,272,55,58,32,462
Kye A'hern,Bielsko-Biala,Timed Training 1,52,173,29,98,29,381
Karolis Krukauskas,Bielsko-Biala,Timed Training 1,191,137,326,117,499,1270
Pawel Tyburski,Bielsko-Biala,Timed Training 1,81,102,55,95,370,703
William Pope,Bielsko-Biala,Timed Training 1,50,90,124,57,501,822
Arnau Miro Graslaub,Bielsko-Biala,Timed Training 1,51,174,34,97,280,636
Rastislav Baranek,Bielsko-Biala,Timed Training 1,79,97,72,90,221,559
Matouš Silovský,Bielsko-Biala,Timed Training 1,47,204,350,132,30,763
Ziobro Michal,Bielsko-Biala,Timed Training 1,125,111,189,161,100,686
Laurie Greenland,Bielsko-Biala,Timed Training 1,136,94,100,53,31,414
Theo Erglangsen,Bielsko-Biala,Timed Training 1,44,213,30,141,32,460
Rory Kirk,Bielsko-Biala,Timed Training 1,46,208,44,131,34,463
Antoine Rogge,Bielsko-Biala,Timed Training 1,95,103,101,94,837,1230
Oliver Zwar,Bielsko-Biala,Timed Training 1,47,59,90,53,188,437
Steiner Julian,Bielsko-Biala,Timed Training 1,133,61,31,93,555,873
Dani Sanchez Tell,Bielsko-Biala,Timed Training 1,51,174,35,115,159,534
Andreas Kolb,Bielsko-Biala,Timed Training 1,46,293,27,108,28,502
Jamie Edmondson,Bielsko-Biala,Timed Training 1,45,173,360,122,31,731
Simen Smestad,Bielsko-Biala,Timed Training 1,49,112,259,126,29,575
Noel Niederberger,Bielsko-Biala,Timed Training 1,49,194,192,58,83,576
Wojciech Czermak,Bielsko-Biala,Timed Training 1,125,118,30,159,213,645
Tomas Peciukaitis,Bielsko-Biala,Timed Training 1,69,258,104,199,288,918
Henri Kiefer,Bielsko-Biala,Timed Training 1,91.319,704.4920000000001,101.79999999999995,254.83000000000004,30.55899999999997,1183
Gonçalo Bandeira,Bielsko-Biala,Timed Training 1,181.647,173.16700000000003,532.53,189.3889999999999,27.267000000000053,1104
Karolis Gargasas,Bielsko-Biala,Timed Training 1,106.07,290.613,34.97300000000001,196.42299999999994,660.921,1289
Valentin Rohrmoser,Bielsko-Biala,Timed Training 1,102.232,211.29600000000002,264.65599999999995,131.68000000000006,916.136,1626
Andreas Theodorou,Bielsko-Biala,Timed Training 1,77.72,176.163,80.53200000000001,NA,NA,NA
Joe Breeden,Bielsko-Biala,Timed Training 1,NA,NA,NA,NA,NA,NA
Wojciech Ranosz,Bielsko-Biala,Timed Training 1,NA,NA,NA,NA,NA,NA
Vladimír Srnenský,Bielsko-Biala,Timed Training 1,NA,NA,NA,NA,NA,NA
Bernard Kerr,Leogang,Timed Training 1,36,101,39,372,37,585
Andreas Kolb,Leogang,Timed Training 1,35,112,40,581,34,802
Amaury Pierron,Leogang,Timed Training 1,34,48,39,41,35,197
Loic Bruni,Leogang,Timed Training 1,34,49,40,464,34,621
Troy Brosnan,Leogang,Timed Training 1,34,46,112,40,35,267
Oliver Davis,Leogang,Timed Training 1,37,91,39,159,38,364
Dakotah Norton,Leogang,Timed Training 1,74,59,40,141,139,453
Danny Hart,Leogang,Timed Training 1,35,112,40,44,35,266
Thibaut Daprela,Leogang,Timed Training 1,35,98,40,580,33,786
Loris Revelli,Leogang,Timed Training 1,36,47,40,142,35,300
Ronan Dunne,Leogang,Timed Training 1,37,223,41,41,38,380
Joe Breeden,Leogang,Timed Training 1,34,49,39,43,36,201
Rémi Thirion,Leogang,Timed Training 1,35,47,40,200,36,358
Toby Meek,Leogang,Timed Training 1,36,48,40,42,37,203
Stefano Introzzi,Leogang,Timed Training 1,35,48,40,87,35,245
Loris Vergier,Leogang,Timed Training 1,34,45,39,117,79,314
Charlie Hatton,Leogang,Timed Training 1,35,539,40,152,33,799
Sebastian Villa Holguin,Leogang,Timed Training 1,35,49,42,41,532,699
Douglas Vieira,Leogang,Timed Training 1,36,49,40,777,38,940
