name,event_name,round_type,section_1,section_2,section_3,section_4,section_5,time
Ethan George Craik,Les Gets,Timed Training 1,34.59,498.45899999999995,NA,NA,32.78399999999999,1003
Luca Shaw,Les Gets,Timed Training 1,214.65,50.71599999999998,273.664,435.9340000000001,32.035999999999945,1007
Davide Palazzari,Les Gets,Timed Training 1,35.202,277.231,498.105,190.87,74.59199999999998,1076
Jakob Jewett,Les Gets,Timed Training 1,35.1,525.156,219.46800000000007,81.20499999999993,33.071000000000026,894
Lachlan Stevens-Mcnab,Les Gets,Timed Training 1,36.548,393.645,NA,NA,NA,NA
Niall Clerkin,Les Gets,Timed Training 1,38.929,235.41600000000003,344.361,417.39199999999994,36.902000000000044,1073
Noel Niederberger,Les Gets,Timed Training 1,NA,NA,168.48199999999997,299.731,35.374000000000024,913
Nico Schlebes,Les Gets,Timed Training 1,269.739,325.70700000000005,226.75699999999995,73.16600000000005,37.63099999999997,933
Janis Lehmann,Les Gets,Timed Training 1,36.216,465.02,377.422,42.72000000000003,33.62199999999996,955
Edward Masters,Les Gets,Timed Training 1,37.042,388.94100000000003,344.83599999999996,249.13800000000003,34.043000000000006,1054
Matthew Walker,Les Gets,Timed Training 1,52.148,505.33399999999995,346.3380000000001,127.2109999999999,34.96900000000005,1066
Daniel Booker,Les Gets,Timed Training 1,124.464,902.953,196.90499999999997,38.54600000000005,33.13200000000006,1296
Wojciech Czermak,Les Gets,Timed Training 1,36.392,171.688,456.77500000000003,358.624,145.52099999999996,1169
Lewis Carr,Les Gets,Timed Training 1,35.673,NA,NA,304.846,35.83600000000001,1578
Jobe Gentle,Les Gets,Timed Training 1,NA,NA,NA,NA,NA,NA
Antoine Rogge,Les Gets,Timed Training 1,NA,NA,NA,NA,NA,NA
Finn Iles,Mont-Sainte-Anne,Timed Training 1,42,174,57,56,24,353
Laurie Greenland,Mont-Sainte-Anne,Timed Training 1,43,113,45,168,26,395
Rémi Thirion,Mont-Sainte-Anne,Timed Training 1,42,130,46,139,26,383
Matt Walker,Mont-Sainte-Anne,Timed Training 1,42,65,181,58,28,374
Luke Meier-Smith,Mont-Sainte-Anne,Timed Training 1,42,144,45,135,24,390
Lachlan Stevens-Mcnab,Mont-Sainte-Anne,Timed Training 1,44,74,131,88,23,360
Alexandre Fayolle,Mont-Sainte-Anne,Timed Training 1,45,454,46,56,26,627
Loris Revelli,Mont-Sainte-Anne,Timed Training 1,42,65,45,57,24,233
Loris Vergier,Mont-Sainte-Anne,Timed Training 1,43,64,46,56,24,233
Ronan Dunne,Mont-Sainte-Anne,Timed Training 1,43,132,46,58,27,306
Troy Brosnan,Mont-Sainte-Anne,Timed Training 1,43,64,302,196,24,629
Bernard Kerr,Mont-Sainte-Anne,Timed Training 1,42,63,46,58,25,234
Danny Hart,Mont-Sainte-Anne,Timed Training 1,42,64,46,57,25,234
Andreas Kolb,Mont-Sainte-Anne,Timed Training 1,43,875,258,337,26,1539
Antoine Vidal,Mont-Sainte-Anne,Timed Training 1,44,66,91,58,25,284
Thibaut Daprela,Mont-Sainte-Anne,Timed Training 1,43,65,47,59,24,238
Dylan Maples,Mont-Sainte-Anne,Timed Training 1,44,121,49,116,25,355
Loic Bruni,Mont-Sainte-Anne,Timed Training 1,42,137,45,102,25,351
Angel Alonso Suarez,Mont-Sainte-Anne,Timed Training 1,42,124,278,54,25,523
Greg Minnaar,Mont-Sainte-Anne,Timed Training 1,42,66,47,57,24,236
Thomas Estaque,Mont-Sainte-Anne,Timed Training 1,88,65,47,57,27,284
Sebastian Villa Holguin,Mont-Sainte-Anne,Timed Training 1,45,112,212,215,25,609
Benoit Coulanges,Mont-Sainte-Anne,Timed Training 1,44.915,64.898,46.866,57.184,24.137,238
Kasper Woolley,Mont-Sainte-Anne,Timed Training 1,44.605,66.333,163.24200000000002,59.52600000000001,26.293999999999983,360
Samuel Blenkinsop,Mont-Sainte-Anne,Timed Training 1,44.66,67.32,106.01500000000001,95.42000000000002,25.58499999999998,339
Douglas Vieira,Mont-Sainte-Anne,Timed Training 1,44.259,267.24899999999997,97.618,57.45100000000002,24.423000000000002,491
Dom Platt,Mont-Sainte-Anne,Timed Training 1,44.351,67.112,155.006,128.92000000000002,24.61099999999999,420
Gaëtan Vige,Mont-Sainte-Anne,Timed Training 1,44.817,119.244,149.22099999999998,522.825,25.89300000000003,862
Dan Slack,Mont-Sainte-Anne,Timed Training 1,44.051,142.04000000000002,47.55099999999999,134.664,24.694000000000017,393
Luca Shaw,Mont-Sainte-Anne,Timed Training 1,43.995,66.90799999999999,47.29900000000001,57.593999999999994,24.204000000000008,240
Henri Kiefer,Mont-Sainte-Anne,Timed Training 1,43.769,94.72,173.38699999999997,148.40800000000002,24.716000000000008,485
Johnathan Helly,Mont-Sainte-Anne,Timed Training 1,79.086,NA,NA,NA,NA,NA
Kirk Mcdowall,Mont-Sainte-Anne,Timed Training 1,43.983,68.244,47.672,58.845,24.256,243
Joe Breeden,Mont-Sainte-Anne,Timed Training 1,43.715,66.886,46.928,59.095,24.376000000000005,241
Simon Chapelet,Mont-Sainte-Anne,Timed Training 1,46.032,70.027,63.97,75.488,28.483000000000004,284
Thibault Laly,Mont-Sainte-Anne,Timed Training 1,45.439,66.939,48.70100000000001,60.19399999999999,24.727000000000004,246
Tyler Ervin,Mont-Sainte-Anne,Timed Training 1,44.152,68.941,48.02299999999998,59.43300000000002,24.450999999999993,245
Jacob Dickson,Mont-Sainte-Anne,Timed Training 1,44.443,154.94,87.424,59.46799999999996,24.725000000000023,371
Stefano Introzzi,Mont-Sainte-Anne,Timed Training 1,44.34,66.38999999999999,47.414000000000016,60.298,25.557999999999993,244
Davide Palazzari,Mont-Sainte-Anne,Timed Training 1,44.19,66.149,48.466999999999985,91.447,24.747000000000014,275
Antoine Rogge,Mont-Sainte-Anne,Timed Training 1,44.497,357.30199999999996,201.99,59.26599999999996,26.94500000000005,690
Luke Matthew Williamson,Mont-Sainte-Anne,Timed Training 1,44.185,NA,NA,NA,NA,NA
Christopher Grice,Mont-Sainte-Anne,Timed Training 1,44.369,68.78,48.025000000000006,60.29299999999998,24.533000000000015,246
Baptiste Pierron,Mont-Sainte-Anne,Timed Training 1,44.711,67.446,48.09400000000001,60.57499999999999,26.174000000000007,247
Mark Wallace,Mont-Sainte-Anne,Timed Training 1,44,145,47,58,26,320
Taylor Vernon,Mont-Sainte-Anne,Timed Training 1,44,68,49,60,25,246
Raphael Iniguez,Mont-Sainte-Anne,Timed Training 1,46,69,138,61,26,340
Adrien Dailly,Mont-Sainte-Anne,Timed Training 1,45,138,50,183,25,441
Hugo Langevin,Mont-Sainte-Anne,Timed Training 1,45,125,256,107,25,558
Daniel Liberal Castellanos,Mont-Sainte-Anne,Timed Training 1,47,176,49,105,25,402
Alden Pate,Mont-Sainte-Anne,Timed Training 1,45,71,50,62,26,254
Adam Brayton,Mont-Sainte-Anne,Timed Training 1,45,69,51,93,25,283
Cole Suetos,Mont-Sainte-Anne,Timed Training 1,45,270,51,60,26,452
Neko Mulally,Mont-Sainte-Anne,Timed Training 1,44,69,331,59,25,528
Erik Irmisch,Mont-Sainte-Anne,Timed Training 1,44,70,160,77,27,378
Jed Stanton,Mont-Sainte-Anne,Timed Training 1,45,325,49,113,26,558
Evan Medcalf,Mont-Sainte-Anne,Timed Training 1,45,73,48,61,27,254
Pedro Contreras Burns,Mont-Sainte-Anne,Timed Training 1,46,106,105,456,26,739
Ryker Kearl,Mont-Sainte-Anne,Timed Training 1,48,276,281,142,27,774
Max Hartenstern,Mont-Sainte-Anne,Timed Training 1,42,64,73,57,25,261
Dylan Conte,Mont-Sainte-Anne,Timed Training 1,49,148,150,66,27,440
Roger Vieira,Mont-Sainte-Anne,Timed Training 1,75,115,48,291,27,556
Ross Ennis,Mont-Sainte-Anne,Timed Training 1,47,71,51,90,26,285
Richard Jr Rude,Mont-Sainte-Anne,Timed Training 1,42,125,47,56,25,295
Douglas Goodwill,Mont-Sainte-Anne,Timed Training 1,46,73,90,65,27,301
Ryan Ryan Pinkerton,Mont-Sainte-Anne,Timed Training 1,42,94,84,57,27,304
Austin Dooley,Mont-Sainte-Anne,Timed Training 1,43,93,85,58,25,304
Connor Fearon,Mont-Sainte-Anne,Timed Training 1,43,89,91,59,26,308
Henry Sherry,Mont-Sainte-Anne,Timed Training 1,45,72,105,61,26,309
Tuhoto-Ariki Pene,Mont-Sainte-Anne,Timed Training 1,44,134,144,122,25,469
Dante Silva,Mont-Sainte-Anne,Timed Training 1,44,151,46,58,26,325
Remy Meier-Smith,Mont-Sainte-Anne,Timed Training 1,46,121,91,144,25,427
Antoine Pierron,Mont-Sainte-Anne,Timed Training 1,43,160,46,61,26,336
Brook Macdonald,Mont-Sainte-Anne,Timed Training 1,45,160,87,169,25,486
Oisin Callaghan O,Mont-Sainte-Anne,Timed Training 1,43,131,72,93,25,364
Joaquin Abrigo,Mont-Sainte-Anne,Timed Training 1,47,265,53,66,28,459
Lino Lehmann,Mont-Sainte-Anne,Timed Training 1,45,144,91,61,26,367
Harry Molloy,Mont-Sainte-Anne,Timed Training 1,46,106,51,167,25,395
Hugo Frixtalon,Mont-Sainte-Anne,Timed Training 1,44,190,47,96,25,402
Kye A'hern,Mont-Sainte-Anne,Timed Training 1,43,71,195,60,25,394
Franck Kirscher,Mont-Sainte-Anne,Timed Training 1,47,241,54,63,28,433
George Brannigan,Mont-Sainte-Anne,Timed Training 1,43,71,197,60,25,396
Seth Sherlock,Mont-Sainte-Anne,Timed Training 1,45,181,98,60,26,410
Christopher Cumming,Mont-Sainte-Anne,Timed Training 1,46,125,155,448,26,800
Jakob Jewett,Mont-Sainte-Anne,Timed Training 1,42,223,93,59,25,442
Luca Thurlow,Mont-Sainte-Anne,Timed Training 1,69,132,160,60,27,448
Martin Maes,Mont-Sainte-Anne,Timed Training 1,44,66,274,59,26,469
Gonçalo Bandeira,Mont-Sainte-Anne,Timed Training 1,44,134,144,122,25,469
Brandon Martinez Garcia,Mont-Sainte-Anne,Timed Training 1,52.018,154.081,56.5,70.603999999999985,147.79700000000003,481
Wyn Masters,Mont-Sainte-Anne,Timed Training 1,45.109,151.92,48.547,142.64400000000003,106.77999999999997,495
Pau Busquets Menoyo,Mont-Sainte-Anne,Timed Training 1,44.748,254.437,178.68599999999998,167.33299999999997,24.79600000000005,670
Bodhi Kuhn,Mont-Sainte-Anne,Timed Training 1,45.048,264.67,119.49399999999997,59.278999999999996,25.509000000000015,514
Edward Masters,Mont-Sainte-Anne,Timed Training 1,45.37,261.527,100.231,109.31099999999998,24.561000000000035,541
Wilson Thompson,Mont-Sainte-Anne,Timed Training 1,46.338,232.52400000000003,48.20999999999998,191.25199999999995,25.676000000000045,544
Nathan Pontvianne,Mont-Sainte-Anne,Timed Training 1,136.84,147.18499999999997,49.721000000000004,199.05500000000006,26.198999999999955,559
Oliver Davis,Mont-Sainte-Anne,Timed Training 1,43.727,65.52099999999999,46.117999999999995,392.922,41.71199999999999,590
Jackson Connelly,Mont-Sainte-Anne,Timed Training 1,46.671,184.31300000000002,95.52000000000001,NA,NA,NA
Henry Kerr,Mont-Sainte-Anne,Timed Training 1,44.152,209.07,78.43499999999997,263.94,25.40300000000002,621
Patrick Laffey,Mont-Sainte-Anne,Timed Training 1,45.777,211.51300000000003,47.971000000000004,297.14799999999997,25.591000000000008,628
Reece Wilson,Mont-Sainte-Anne,Timed Training 1,44.091,313.746,197.20799999999997,58.557000000000016,24.398000000000025,638
Aaron Gwin,Mont-Sainte-Anne,Timed Training 1,43.953,326.83799999999997,110.33800000000002,136.44100000000003,24.42999999999995,642
Davide Cappello,Mont-Sainte-Anne,Timed Training 1,203.803,112.60000000000002,83.15099999999995,57.664000000000044,213.78199999999998,671
Liam Jackson,Mont-Sainte-Anne,Timed Training 1,48.53,241.571,117.32499999999999,173.14400000000006,107.42999999999995,688
Jack Pederson,Mont-Sainte-Anne,Timed Training 1,49.066,240.001,54.89699999999999,352.45599999999996,28.58000000000004,725
Jamie Edmondson,Mont-Sainte-Anne,Timed Training 1,43.898,NA,NA,NA,NA,NA
Nathan Kitchen,Mont-Sainte-Anne,Timed Training 1,45.755,269.416,51.06200000000001,644.877,26.889999999999986,1038
Amaury Pierron,Mont-Sainte-Anne,Timed Training 1,43.621,861.148,146.9000000000001,56.526999999999816,233.8040000000001,1342
Charlie Hatton,Mont-Sainte-Anne,Timed Training 1,42.571,256.751,44.25799999999998,885.6300000000001,164.78999999999996,1394
Matthew Walker,Mont-Sainte-Anne,Timed Training 1,46.407,97.509,233.812,2248.575,30.697000000000116,2657
Dakotah Norton,Mont-Sainte-Anne,Timed Training 1,44.239,435.81800000000004,103.82499999999993,NA,NA,NA
Dakotah Norton,Fort William,Timed Training 2,48.324,439.24399999999997,36.476,32.52600000000007,26.42999999999995,583
Loris Vergier,Fort William,Timed Training 2,51.344,265.683,35.914000000000044,32.41199999999998,25.64699999999999,411
Troy Brosnan,Fort William,Timed Training 2,48.468,271.024,36.92399999999998,31.852000000000032,25.73199999999997,414
Jordan Williams,Fort William,Timed Training 2,47.653,112.27100000000002,37.065,31.208,24.802999999999997,253
Loic Bruni,Fort William,Timed Training 2,46.996,111.207,767.429,78.9860000000001,25.381999999999948,1030
Greg Williamson,Fort William,Timed Training 2,55.603,228.503,36.69900000000001,32.13299999999998,27.062000000000012,380
Loris Revelli,Fort William,Timed Training 2,49.175,1113.4840000000002,36.73999999999978,32.98700000000008,32.61400000000003,1265
Andreas Kolb,Fort William,Timed Training 2,NA,NA,36.441,31.72199999999998,25.235000000000014,254
Matt Walker,Fort William,Timed Training 2,109.447,166.308,36.434000000000026,32.08499999999998,24.726,369
Bernard Kerr,Fort William,Timed Training 2,48.679,113.65,36.85299999999998,31.916000000000025,23.901999999999987,255
Greg Minnaar,Fort William,Timed Training 2,48.208,113.816,37.756,31.944999999999993,24.275000000000006,256
Laurie Greenland,Fort William,Timed Training 2,267.562,257.8539999999999,36.287000000000035,303.967,26.33000000000004,892
Luke Meier-Smith,Fort William,Timed Training 2,NA,NA,37.004999999999995,31.471000000000004,24.387,256
Danny Hart,Fort William,Timed Training 2,47.761,114.82300000000001,38.047,31.920999999999992,24.448000000000008,257
Henri Kiefer,Fort William,Timed Training 2,50.435,554.8589999999999,451.726,NA,NA,1248
Lachlan Stevens-Mcnab,Fort William,Timed Training 2,48.178,116.036,35.512,32.065,25.209000000000003,257
Rémi Thirion,Fort William,Timed Training 2,49.669,170.14499999999998,202.85800000000003,NA,NA,555
Joe Breeden,Fort William,Timed Training 2,49.479,115.665,37.876000000000005,31.44399999999999,23.536,258
Thibaut Daprela,Fort William,Timed Training 2,48.572,114.51499999999999,37.242999999999995,32.281000000000006,25.38900000000001,258
Douglas Vieira,Fort William,Timed Training 2,48.808,190.638,38.09700000000001,32.533000000000015,25.923999999999978,336
Dylan Levesque,Fort William,Timed Training 2,50.087,240.08300000000003,36.05000000000001,32.76099999999997,34.019000000000005,393
Simon Chapelet,Fort William,Timed Training 2,49.185,114.36099999999999,39.238,31.542,24.674000000000007,259
Dylan Maples,Fort William,Timed Training 2,NA,NA,37.57299999999998,32.554,24.97800000000001,263
Davide Palazzari,Fort William,Timed Training 2,51.573,178.31,910.8889999999999,34.02300000000014,32.20499999999993,1207
Dan Slack,Fort William,Timed Training 2,49.484,117.99599999999998,39.265000000000015,33.141999999999996,26.113,266
Ronan Dunne,Fort William,Timed Training 2,48.579,NA,NA,NA,NA,NA
Connor Fearon,Fort William,Timed Training 2,48.149,116.05599999999998,39.10900000000001,32.55600000000001,25.129999999999995,261
Thomas Estaque,Fort William,Timed Training 2,49.566,NA,NA,93.46100000000001,56.221000000000004,821
Max Hartenstern,Fort William,Timed Training 2,NA,NA,37.42699999999999,32.073999999999984,23.62700000000001,261
Léo Abella,Fort William,Timed Training 2,NA,NA,37.595,32.995000000000005,24.46199999999999,268
Amaury Pierron,Fort William,Timed Training 2,50.289,393.613,731.1219999999998,32.80400000000009,26.172000000000025,1234
Tyler Ervin,Fort William,Timed Training 2,50.396,120.627,39.155,32.932000000000016,24.889999999999986,268
Oliver Davis,Fort William,Timed Training 2,49.519,117.126,37.246999999999986,32.792,26.316000000000003,263
Nathan Pontvianne,Fort William,Timed Training 2,50.156,NA,NA,NA,NA,NA
Luca Shaw,Fort William,Timed Training 2,50.447,118.15699999999998,37.101,32.298,24.997000000000014,263
Taylor Vernon,Fort William,Timed Training 2,49.64,116.48100000000001,39.00399999999999,33.102000000000004,24.772999999999996,263
Michael Hannah,Fort William,Timed Training 2,47.917,118.96099999999998,38.35700000000003,32.847999999999985,24.917,263
Angel Alonso Suarez,Fort William,Timed Training 2,48.515,118.07000000000001,38.29599999999999,33.21799999999999,24.90100000000001,263
Luke Mumford,Fort William,Timed Training 2,48.747,117.11999999999999,38.24300000000002,33.44499999999999,26.444999999999993,264
Oliver Zwar,Fort William,Timed Training 2,49.375,118.614,37.25,33.49199999999999,25.269000000000005,264
Christopher Grice,Fort William,Timed Training 2,49.032,118.991,38.289000000000016,32.071,25.61699999999999,264
Austin Dooley,Fort William,Timed Training 2,48.554,119.214,39.40799999999999,32.066,24.75800000000001,264
Dom Platt,Fort William,Timed Training 2,NA,NA,40.17699999999999,32.15899999999999,25.388000000000005,265
Lucas Cruz,Fort William,Timed Training 2,49.871,120.64599999999999,37.61700000000002,32.02599999999998,25.840000000000003,266
Lino Lehmann,Fort William,Timed Training 2,50.162,318.10400000000004,70.61899999999997,62.793000000000006,24.322000000000003,526
Tegan Cruz,Fort William,Timed Training 2,50.774,119.261,37.20400000000001,32.78199999999998,25.979000000000013,266
Preston Williams,Fort William,Timed Training 2,49.64,120.91000000000001,37.522999999999996,32.49599999999998,26.43100000000001,267
Samuel Blenkinsop,Fort William,Timed Training 2,49.992,119.62700000000001,1191.3380000000002,32.05799999999999,24.9849999999999,1418
Kirk Mcdowall,Fort William,Timed Training 2,50.922,119.56300000000002,38.86899999999997,33.696000000000026,23.94999999999999,267
Tuhoto-Ariki Pene,Fort William,Timed Training 2,NA,NA,569.815,34.081999999999994,31.822000000000003,880
Thibault Laly,Fort William,Timed Training 2,49.652,121.44500000000001,38.971000000000004,32.41499999999999,25.516999999999996,268
Josh Turner,Fort William,Timed Training 2,50.227,118.85900000000001,39.64699999999999,33.39499999999998,25.872000000000014,268
Remy Meier-Smith,Fort William,Timed Training 2,NA,NA,39.24799999999999,32.35300000000001,25.27199999999999,268
Antoine Vidal,Fort William,Timed Training 2,NA,NA,38.83099999999999,32.14099999999999,24.85300000000001,268
Jacob Dickson,Fort William,Timed Training 2,NA,NA,39.117999999999995,32.94500000000002,25.72999999999999,268
Gaëtan Vige,Fort William,Timed Training 2,51.416,122.97300000000001,39.089,34.452,27.069999999999993,275
Wyn Masters,Fort William,Timed Training 2,51.024,121.68799999999999,38.54900000000001,32.95400000000001,24.784999999999997,269
Matthew Walker,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Noel Niederberger,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Simen Smestad,Fort William,Timed Training 2,51.141,121.94500000000002,38.666,33.18599999999998,26.062000000000012,271
Johan Garcin,Fort William,Timed Training 2,50.178,124.21100000000001,37.74799999999999,32.96700000000001,25.895999999999987,271
Harry Molloy,Fort William,Timed Training 2,50.134,123.77999999999999,39.57300000000001,32.553,24.960000000000008,271
Mark Wallace,Fort William,Timed Training 2,51.197,123.16899999999998,38.608000000000004,33.22400000000002,25.801999999999992,272
Daniel Liberal Castellanos,Fort William,Timed Training 2,52.095,123.16400000000002,37.95099999999999,32.817999999999984,25.97200000000001,272
Evan Medcalf,Fort William,Timed Training 2,50.89,121.472,38.89700000000002,33.31699999999998,27.424000000000007,272
Brook Macdonald,Fort William,Timed Training 2,48.925,127.889,262.682,31.641999999999996,25.862000000000023,497
Loïc Martin,Fort William,Timed Training 2,51.515,177.78199999999998,39.397999999999996,33.43900000000002,26.865999999999985,329
Kimi Viardot,Fort William,Timed Training 2,52.507,122.154,38.27600000000001,33.042,28.020999999999987,274
Raphael Iniguez,Fort William,Timed Training 2,51.249,123.94,39.75200000000001,33.91999999999999,25.13900000000001,274
Joshua Arcus,Fort William,Timed Training 2,51.223,245.873,45.500999999999976,33.855999999999995,25.547000000000025,402
Jack Reading,Fort William,Timed Training 2,51.813,124.61900000000001,40.02799999999999,33.514999999999986,26.025000000000006,276
Toby Meek,Fort William,Timed Training 2,50.854,123.384,829.675,33.42000000000007,24.666999999999916,1062
Nico Lamm,Fort William,Timed Training 2,51.325,124.45800000000001,40.839,33.97999999999999,25.397999999999996,276
Gabriel Neron,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
James Macdermid,Fort William,Timed Training 2,52.588,122.55800000000002,40.081999999999994,34.117999999999995,27.653999999999996,277
Neko Mulally,Fort William,Timed Training 2,50.081,124.91099999999999,41.253000000000014,33.417,28.337999999999994,278
William Hynes,Fort William,Timed Training 2,NA,NA,40.111999999999995,33.80599999999998,26.360000000000014,278
Finn Iles,Fort William,Timed Training 2,48.681,354.541,135.69600000000003,32.98799999999994,27.09400000000005,599
Thomas Ollier,Fort William,Timed Training 2,52.27,492.03499999999997,38.93400000000008,33.448999999999955,25.312000000000012,642
Benjamin Fouillit,Fort William,Timed Training 2,54.246,216.53900000000002,40.35299999999995,35.70700000000005,28.154999999999973,375
Nico Arnold,Fort William,Timed Training 2,52,126.357,39.68899999999999,34.652000000000015,28.301999999999992,281
Charles Murray,Fort William,Timed Training 2,52.276,125.815,40.839999999999975,34.00000000000003,29.06899999999999,282
Nuno Reis,Fort William,Timed Training 2,52.831,126.234,39.478999999999985,35.914000000000016,27.542,282
Arnau Miro Graslaub,Fort William,Timed Training 2,51.492,128.90900000000002,41.202,34.73399999999998,26.66300000000001,283
Florian Sirieix,Fort William,Timed Training 2,NA,NA,39.14699999999999,34.733000000000004,35.498999999999995,290
Ross Ennis,Fort William,Timed Training 2,54.675,133.12400000000002,41.458,35.05799999999999,26.685000000000002,291
Martin Maes,Fort William,Timed Training 2,49.853,170.26999999999998,38.959,32.69900000000001,25.218999999999994,317
Rory Kirk,Fort William,Timed Training 2,51.646,156.83999999999997,39.21700000000001,33.96799999999999,26.329000000000008,308
Christopher Cumming,Fort William,Timed Training 2,51.49,164.92499999999998,40.06399999999999,32.57800000000003,25.942999999999984,315
Matteo Iniguez,Fort William,Timed Training 2,50.015,492.274,36.19799999999998,33.42500000000007,24.087999999999965,636
Dante Silva,Fort William,Timed Training 2,49.717,170.31099999999998,38.28600000000003,33.15699999999998,25.528999999999996,317
Oisin Callaghan O,Fort William,Timed Training 2,47.893,286.927,36.764999999999986,32.777000000000044,25.637999999999977,430
Adam Brayton,Fort William,Timed Training 2,50.963,186.321,37.271000000000015,33.83299999999997,28.612000000000023,337
Luca Thurlow,Fort William,Timed Training 2,51.425,NA,NA,64.85800000000006,51.90499999999997,799
Benoit Coulanges,Fort William,Timed Training 2,48.128,355.017,511.24800000000005,31.230999999999995,24.375999999999976,970
Davide Cappello,Fort William,Timed Training 2,51.37,148.703,964.371,33.68399999999997,25.87200000000007,1224
Fridolin Amiguet,Fort William,Timed Training 2,53.832,216.73200000000003,39.98499999999996,35.24000000000001,28.211000000000013,374
Antoine Pierron,Fort William,Timed Training 2,NA,NA,38.25400000000002,34.16899999999998,25.27600000000001,374
Angus Ferguson,Fort William,Timed Training 2,55.017,NA,NA,NA,NA,NA
Onni Rainio,Fort William,Timed Training 2,49.22,118.86500000000001,58.25999999999999,94.00800000000001,55.64699999999999,376
Ryan Ryan Pinkerton,Fort William,Timed Training 2,50.329,234.01,36.95999999999998,33.02000000000004,24.680999999999983,379
Alex Grandvallet Iscla,Fort William,Timed Training 2,51.854,123.76700000000001,39.474999999999994,NA,NA,381
Baptiste Pierron,Fort William,Timed Training 2,50.787,316.937,39.59200000000004,34.139999999999986,41.54399999999998,483
Rafael Sousa,Fort William,Timed Training 2,52.412,245.076,39.70600000000002,34.28199999999998,25.524,397
Jakob Jewett,Fort William,Timed Training 2,50.48,247.948,39.00200000000001,32.615999999999985,29.954000000000008,400
Luke Matthew Williamson,Fort William,Timed Training 2,138.173,169.28500000000003,59.49899999999997,33.31600000000003,27.726999999999975,428
Colin Mcelyea,Fort William,Timed Training 2,52.108,254.998,38.56999999999999,34.84100000000001,28.483000000000004,409
Reece Wilson,Fort William,Timed Training 2,49.768,223.51899999999998,84.971,71.582,46.160000000000025,476
Hugo Marini,Fort William,Timed Training 2,48.514,523.912,520.139,57.049999999999955,34.38499999999999,1184
Bodhi Kuhn,Fort William,Timed Training 2,50.811,278.59700000000004,77.40999999999997,32.82800000000003,27.353999999999985,467
Douglas Goodwill,Fort William,Timed Training 2,50.499,NA,NA,NA,NA,NA
Mael Gironde,Fort William,Timed Training 2,51.04,290.962,70.78699999999998,33.860000000000014,31.351,478
Léo Grisel,Fort William,Timed Training 2,52.543,276.292,95.23000000000002,32.870000000000005,26.064999999999998,483
Henry Kerr,Fort William,Timed Training 2,50.459,511.912,38.05200000000002,32.00300000000004,25.573999999999955,658
Kilian Schnoeller,Fort William,Timed Training 2,52.158,245.04399999999998,158.284,33.84100000000001,26.673000000000002,516
Philip Atwill,Fort William,Timed Training 2,94.34899999999999,328.205,38.763000000000034,34.58600000000001,28.09699999999998,524
Jesse Schulte,Fort William,Timed Training 2,53.24,303.62,117.54999999999995,35.21900000000005,27.37099999999998,537
Stefano Introzzi,Fort William,Timed Training 2,49.652,1444.3619999999999,61.50500000000011,33.271999999999935,26.20900000000006,1615
Erik Irmisch,Fort William,Timed Training 2,191.862,262.236,39.07400000000001,34.88900000000001,31.938999999999965,560
Josh Lancett-Edwards,Fort William,Timed Training 2,53.274,254.036,153.64,55.12399999999997,48.926000000000045,565
Kye A'hern,Fort William,Timed Training 2,108.36500000000001,365.15,37.29000000000002,30.839999999999975,24.355000000000018,566
Sebastian Villa Holguin,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Juan Fabregat Guillamón,Fort William,Timed Training 2,53.376,578.929,277.952,35.180000000000064,32.56299999999999,978
Lewis Carr,Fort William,Timed Training 2,182.493,199.019,1432.082,33.325000000000045,27.080999999999904,1874
Gonçalo Bandeira,Fort William,Timed Training 2,50.103,453.755,38.71700000000004,129.745,27.67999999999995,700
Ethan George Craik,Fort William,Timed Training 2,49.199,451.113,166.524,32.34299999999996,26.821000000000026,726
Charlie Hatton,Fort William,Timed Training 2,48.667,172.347,475.40700000000004,31.769000000000005,24.809999999999945,753
Steiner Julian,Fort William,Timed Training 2,52.022,127.029,40.745000000000005,127.88299999999998,NA,NA
Jackson Connelly,Fort William,Timed Training 2,70.435,396.722,275.285,33.851999999999975,27.706000000000017,804
Pau Busquets Menoyo,Fort William,Timed Training 2,50.044,683.341,38.44799999999998,33.76200000000006,26.404999999999973,832
Jamie Edmondson,Fort William,Timed Training 2,48.86,852.782,804.8039999999999,33.253000000000156,26.30099999999993,1766
Antoine Rogge,Fort William,Timed Training 2,50.963,447.683,210.368,80.59000000000003,50.39599999999996,840
Jono Jones,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Edward Masters,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
William Pope,Fort William,Timed Training 2,NA,NA,650.163,33.09000000000003,25.55200000000002,980
Jobe Gentle,Fort William,Timed Training 2,51.731,NA,NA,NA,NA,NA
Jack Piercy,Fort William,Timed Training 2,NA,NA,645.4810000000001,NA,NA,NA
George Brannigan,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Cédric Taillefer,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Seth Sherlock,Fort William,Timed Training 2,NA,NA,NA,NA,NA,NA
Troy Brosnan,Bielsko-Biala,Timed Training 2,44,55,183,48,28,358
