rank,protected,nr,name,uci_team,uci_id,nat,yob,speed,split_1,split_2,split_3,split_4,time,time_from_leader,dnf,dsq,dns,points,event_name,event_type,event_year,round_type,round_category,metadata_weather,metadata_temp_deg_c,metadata_distance_km,metadata_average_speed_kmh
1,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,55.634,46.594,155.483,190.129,220.191,244.264,0,FALSE,FALSE,FALSE,250,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
2,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,56.031,47.178,157.725,192.095,221.99,246.104,1.84,FALSE,FALSE,FALSE,210,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
3,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,55.278,47.186,157.321,192.284,222.414,246.253,1.989,FALSE,FALSE,FALSE,180,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
4,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,54.718,47.615,158.269,192.667,223.253,247.353,3.089,FALSE,FALSE,FALSE,160,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
5,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,54.857,46.795,158.95600000000002,193.71,224.059,247.943,3.679,FALSE,FALSE,FALSE,140,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
6,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,55.42,47.258,160.333,194.762,224.528,248.135,3.871,FALSE,FALSE,FALSE,125,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
7,FALSE,38,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,56.397,47.931,159.31799999999998,194.978,225.126,249.075,4.811,FALSE,FALSE,FALSE,110,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
8,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,55.208,48.105,159.65699999999998,194.668,225.48,249.361,5.097,FALSE,FALSE,FALSE,95,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
9,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,53.798,48.066,159.945,195.203,225.373,249.433,5.169,FALSE,FALSE,FALSE,80,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
10,FALSE,18,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,53.532,47.806,160.369,194.946,226.006,250.117,5.853,FALSE,FALSE,FALSE,75,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
11,FALSE,12,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,52.269,47.27,160.767,194.793,225.739,250.532,6.268,FALSE,FALSE,FALSE,71,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
12,FALSE,14,WILLIAMS Jordan,SPECIALIZED GRAVITY,10083936306,GBR,2004,55.598,47.873,160.914,196.385,226.599,250.57,6.306,FALSE,FALSE,FALSE,68,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
13,FALSE,23,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,54.58,47.897,160.348,195.06,226.195,250.726,6.462,FALSE,FALSE,FALSE,65,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
14,TRUE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,54.58,48.269,160.485,196.37,227.008,251.372,7.108,FALSE,FALSE,FALSE,63,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
15,FALSE,118,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,53.202,48.624,162.122,196.797,227.42000000000002,251.725,7.461,FALSE,FALSE,FALSE,60,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
16,FALSE,126,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,53.665,48.8,162.288,197.386,228.36599999999999,253.376,9.112,FALSE,FALSE,FALSE,58,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
17,FALSE,32,MEIER-SMITH Remy,GIANT FACTORY OFF-ROAD TEAM - DH,10049212427,AUS,2004,54.305,48.484,163.338,199.56,230.648,254.591,10.327,FALSE,FALSE,FALSE,56,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
18,FALSE,22,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,52.269,48.449,163.32999999999998,198.435,229.923,254.592,10.328,FALSE,FALSE,FALSE,54,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
19,FALSE,43,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,53.631,49.421,165.085,201.189,232.19400000000002,256.37,12.106,FALSE,FALSE,FALSE,52,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
20,FALSE,63,KIEFER Henri,CANYON CLLCTV PIRELLI,10080400048,GER,2005,52.909,49.759,165.912,202.163,233.401,257.324,13.06,FALSE,FALSE,FALSE,50,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
21,FALSE,141,MAES Martin,NA,10009453945,BEL,1997,53.399,48.979,166.871,202.581,233.529,257.764,13.5,FALSE,FALSE,FALSE,48,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
22,FALSE,128,FEARON Connor,FORBIDDEN SYNTHESIS TEAM,10007656314,AUS,1994,53.765,49.089,164.724,201.03300000000002,232.695,258.265,14.001,FALSE,FALSE,FALSE,46,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
23,FALSE,65,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,52.779,49.137,166.588,202.172,233.677,258.668,14.404,FALSE,FALSE,FALSE,44,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
24,FALSE,30,MAPLES Dylan,COMMENCAL/MUC-OFF BY RIDING,10114296696,USA,2003,53.765,49.837,167.953,203.834,234.651,258.854,14.59,FALSE,FALSE,FALSE,42,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
25,FALSE,62,PONTVIANNE Nathan,GOODMAN SANTACRUZ,10057982944,FRA,2005,51.276,50.482,168.862,204.61,236.508,262.183,17.919,FALSE,FALSE,FALSE,40,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
26,FALSE,80,VIEIRA Douglas,NA,10010126679,BRA,1998,52.876,49.008,168.363,206.451,238.066,263.027,18.763,FALSE,FALSE,FALSE,38,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
27,FALSE,75,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,53.006,48.853,176.349,214.117,246.21,273.605,29.341,FALSE,FALSE,FALSE,36,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
28,FALSE,27,CHAPELET Simon,CUBE FACTORY RACING,10071553749,FRA,2002,50.497,48.651,185.475,222.619,254.96,282.149,37.885,FALSE,FALSE,FALSE,34,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
29,FALSE,15,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,47.059,48.129,290.127,339.18399999999997,382.649,411.769,167.505,FALSE,FALSE,FALSE,32,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
NA,FALSE,35,DOOLEY Austin,COMMENCAL / SCHWALBE,10087908151,USA,2002,11.23,47.459,173.847,360.709,557.961,NA,NA,TRUE,FALSE,FALSE,NA,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
NA,FALSE,57,MEIER-SMITH Luke,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,Fort William,World Cup,2024,Final,Men Elite,Light rain,19,3,44.214
1,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,44.944,47.636,158.14600000000002,193.355,224.24099999999999,248.331,0,FALSE,FALSE,FALSE,50,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
2,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,45.056,47.848,160.348,196.657,227.685,251.624,3.293,FALSE,FALSE,FALSE,40,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
3,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,44.527,47.829,161.145,197.216,228.08100000000002,252.089,3.758,FALSE,FALSE,FALSE,30,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
4,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,46.124,47.926,161.618,197.437,228.003,252.24,3.909,FALSE,FALSE,FALSE,25,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
5,TRUE,17,O CALLAGHAN Oisin,YT MOB,10017486353,IRL,2003,45.802,48.652,160.938,196.538,228.155,252.317,3.986,FALSE,FALSE,FALSE,22,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
6,FALSE,28,HATTON Charlie,CONTINENTAL ATHERTON,10009897014,GBR,1998,45.255,48.601,160.691,196.855,228.062,252.406,4.075,FALSE,FALSE,FALSE,20,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
7,FALSE,118,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,45.512,48.595,162.642,197.71,229.058,253.312,4.981,FALSE,FALSE,FALSE,18,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
8,TRUE,11,DAPRELA Thibaut,NA,10072798480,FRA,2001,45.113,48.793,162.59199999999998,198.697,229.578,253.875,5.544,FALSE,FALSE,FALSE,17,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
9,TRUE,15,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,44.28,48.651,162.04399999999998,198.722,229.823,254.221,5.89,FALSE,FALSE,FALSE,16,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
10,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,45.627,48.217,163.643,199.28300000000002,230.177,254.362,6.031,FALSE,FALSE,FALSE,15,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
11,FALSE,23,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,45.255,48.187,161.94,198.699,230.067,254.481,6.15,FALSE,FALSE,FALSE,14,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
12,FALSE,38,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,44.748,49.111,163.406,199.5,230.46800000000002,254.527,6.196,FALSE,FALSE,FALSE,13,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
13,TRUE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,45.656,49.336,162.923,199.473,230.16,254.65,6.319,FALSE,FALSE,FALSE,12,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
14,TRUE,18,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,44.916,47.941,161.995,198.954,230.56,254.802,6.471,FALSE,FALSE,FALSE,11,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
15,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,45.34,48.823,163.304,199.419,230.75,254.996,6.665,FALSE,FALSE,FALSE,10,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
16,TRUE,12,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,44.86,48.384,162.789,198.87,230.551,255.177,6.846,FALSE,FALSE,FALSE,9,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
17,TRUE,14,WILLIAMS Jordan,SPECIALIZED GRAVITY,10083936306,GBR,2004,46.272,48.997,163.237,200.214,231.126,255.264,6.933,FALSE,FALSE,FALSE,8,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
18,FALSE,72,STEVENS-MCNAB Lachlan,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,43.584,49.296,164.488,199.68,230.869,255.442,7.111,FALSE,FALSE,FALSE,7,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
19,TRUE,20,HARTENSTERN Max,CUBE FACTORY RACING,10011213584,GER,1999,46.095,48.563,163.914,200.356,231.834,255.594,7.263,FALSE,FALSE,FALSE,6,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
20,TRUE,16,LEVESQUE Dylan,SCOTT DOWNHILL FACTORY,10008831731,FRA,1996,44.199,48.885,164.287,200.917,231.901,256.253,7.922,FALSE,FALSE,FALSE,5,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
21,FALSE,126,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,43.269,48.601,163.35399999999998,199.452,231.154,256.3,7.969,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
22,FALSE,63,KIEFER Henri,CANYON CLLCTV PIRELLI,10080400048,GER,2005,43.584,49.637,164.308,200.394,232.58100000000002,256.838,8.507,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
23,FALSE,57,MEIER-SMITH Luke,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,44.417,48.73,164.876,202.289,233.313,256.864,8.533,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
24,FALSE,61,PINKERTON Ryan Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,43.347,49.153,163.622,200.614,232.84,256.99,8.659,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
25,FALSE,75,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,45.169,49.577,166.095,201.762,232.992,257.338,9.007,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
26,FALSE,33,SUAREZ ALONSO Angel,FRAMEWORKS RACING,10008831529,ESP,1995,43.983,48.97,165.348,202.275,233.528,257.559,9.228,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
27,FALSE,35,DOOLEY Austin,COMMENCAL / SCHWALBE,10087908151,USA,2002,43.902,48.032,164.766,202.619,233.957,258.133,9.802,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
28,FALSE,53,BANDEIRA Gonçalo,SCOTT DOWNHILL FACTORY,10054661096,POR,2002,44.72,49.196,163.913,201.653,233.697,258.212,9.881,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
29,FALSE,78,MENOYO BUSQUETS Pau,COMMENCAL / SCHWALBE,10079233725,ESP,2003,43.426,49.095,163.757,201.054,233.63,258.259,9.928,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
30,FALSE,31,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,43.478,48.663,165.164,202.028,233.446,258.345,10.014,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
31,FALSE,46,REVELLI Loris,NA,10009443942,ITA,1997,42.959,49.296,164.402,201.869,234.019,258.673,10.342,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
32,FALSE,22,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,44.091,48.636,166.089,202.145,234.114,258.83,10.499,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
33,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,42.328,48.982,161.822,198.675,231.898,258.859,10.528,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
34,FALSE,49,BREEDEN Joe,INTENSE FACTORY RACING,10011005743,GBR,1999,44.499,50.201,166.224,203.508,235.176,259.199,10.868,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
35,FALSE,27,CHAPELET Simon,CUBE FACTORY RACING,10071553749,FRA,2002,44.499,49.363,167.423,204.079,235.304,259.314,10.983,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
36,FALSE,68,MARINI Hugo,SCOTT DOWNHILL FACTORY,10072798379,FRA,2005,43.347,48.599,165.68200000000002,203.03,234.797,259.45799999999997,11.127,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
37,FALSE,71,ERVIN Tyler,NA,10065700306,USA,2002,45.397,49.239,167.542,204.03,235.43099999999998,259.466,11.135,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
38,FALSE,58,MACDONALD Brook,FORBIDDEN SYNTHESIS TEAM,10006429969,NZL,1991,44.916,49.017,165.975,203.881,235.309,259.705,11.374,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
39,FALSE,30,MAPLES Dylan,COMMENCAL/MUC-OFF BY RIDING,10114296696,USA,2003,43.956,49.711,167.114,203.778,235.399,259.97,11.639,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
40,FALSE,51,DICKSON Jacob,MS INTENSE RACING,10009453642,IRL,1997,44.064,49.052,165.82999999999998,202.888,235.199,260.169,11.838,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
41,FALSE,41,ZWAR Oliver,CANYON CLLCTV FMD,10008106857,SWE,1995,44.226,50.317,167.773,204.673,236.552,260.257,11.926,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
42,FALSE,32,MEIER-SMITH Remy,GIANT FACTORY OFF-ROAD TEAM - DH,10049212427,AUS,2004,43.983,49.517,166.788,204.752,236.22,260.35,12.019,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
43,FALSE,141,MAES Martin,NA,10009453945,BEL,1997,44.172,49.445,167.816,204.855,236.665,260.876,12.545,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
44,FALSE,96,WILLIAMSON Matthew Luke,TRIPLE FIVE RACING,10061878809,GBR,2002,43.243,49.836,166.204,203.919,236.618,261.009,12.678,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
45,FALSE,43,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,43.531,49.503,167.87,205.176,237.448,261.544,13.213,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
46,FALSE,62,PONTVIANNE Nathan,GOODMAN SANTACRUZ,10057982944,FRA,2005,42.428,50.266,167.237,203.765,236.027,261.585,13.254,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
47,FALSE,130,EDMONDSON Jamie,BNC RACING,10023865620,GBR,2001,44.091,48.753,166.519,204.45499999999998,236.8,261.79,13.459,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
48,FALSE,98,LEHMANN Lino,GAMUX FACTORY RACING,10094455247,SUI,2002,44.472,49.414,167.451,205.898,237.55700000000002,261.883,13.552,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
49,FALSE,114,MULALLY Neko,FRAMEWORKS RACING,10007287613,USA,1993,44.582,49.47,168.356,205.877,237.477,261.995,13.664,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
50,FALSE,84,BLENKINSOP Samuel,ZERODE RACING,10004485929,NZL,1988,45.141,49.198,168.277,206.574,238.096,262.162,13.831,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
51,FALSE,119,LALY Thibault,GOODMAN SANTACRUZ,10009533464,FRA,1997,43.663,48.531,167.368,205.275,236.737,262.234,13.903,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
52,FALSE,120,BRAYTON Adam,BNC RACING,10005386110,GBR,1988,43.956,49.354,167.65800000000002,204.245,237.096,262.291,13.96,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
53,FALSE,115,VERNON Taylor,ZERODE RACING,10008728667,GBR,1996,43.165,49.808,166.873,205.235,237.344,262.312,13.981,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
54,FALSE,128,FEARON Connor,FORBIDDEN SYNTHESIS TEAM,10007656314,AUS,1994,44.335,48.191,164.961,205.712,237.561,262.862,14.531,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
55,FALSE,65,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,42.679,49.976,168.786,205.584,238.111,263.004,14.673,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
56,FALSE,24,PENE Tuhoto-Ariki,MS INTENSE RACING,10022183274,NZL,2001,44.665,49.988,168.97899999999998,206.923,239.361,263.363,15.032,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
57,FALSE,99,GOODWILL Douglas,TRIPLE FIVE RACING,10082199194,GBR,2004,45.028,50.583,168.101,206.745,238.493,263.605,15.274,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
58,FALSE,113,RAINIO Onni,POLE FACTORY RACING,10045811969,FIN,2002,43.321,49.672,167.124,206.125,238.656,263.825,15.494,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
59,FALSE,80,VIEIRA Douglas,NA,10010126679,BRA,1998,43.269,49.756,168.473,206.754,238.84,264.019,15.688,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
60,FALSE,93,BRANNIGAN George,KENDA NS BIKES UR TEAM,10006834339,NZL,1992,43.062,48.65,168.03300000000002,206.248,238.381,264.173,15.842,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
61,FALSE,34,WALLACE Mark,WE ARE ONE MOMENTUM PROJECT,10008172636,CAN,1995,42.278,50.36,170.18200000000002,206.75,239.589,264.33,15.999,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
62,FALSE,88,MCDOWALL Kirk,NA,10008617119,CAN,1990,44.199,50.24,169.177,207.121,239.873,264.58299999999997,16.252,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
63,FALSE,56,GRICE Christopher,GEN-S,10073483443,USA,2003,43.062,48.708,168.603,207.103,239.528,264.963,16.632,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
64,FALSE,87,CUMMING Christopher,CONTINENTAL GT RACING,10017082286,IRL,2002,42.781,49.292,166.005,205.565,238.679,265.119,16.788,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
65,FALSE,29,DAVIS Oliver,SANTA CRUZ SYNDICATE,10110838143,AUS,2004,43.036,50.004,170.065,207.367,240.082,265.239,16.908,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
66,FALSE,67,HOLGUIN VILLA Sebastian,PURERIDING BP RACING,10035267059,COL,2004,42.453,50.677,168.815,206.476,239.734,265.243,16.912,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
67,FALSE,45,ROGGE Antoine,LAPIERRE ZIPP COLLECTIVE,10078163590,FRA,2002,42.934,49.989,170.082,207.799,240.901,265.481,17.15,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
68,FALSE,110,MACDERMID James,THE ALLIANCE,10022172766,NZL,2003,41.763,50.179,169.67000000000002,206.397,239.668,265.785,17.454,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
69,FALSE,60,MEEK Toby,MEEKBOYZ RACING,10064077170,NZL,2004,41.691,50.201,169.197,207.578,240.831,265.829,17.498,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
70,FALSE,25,PIERRON Baptiste,DORVAL AM COMMENCAL,10008586504,FRA,1993,44.01,50.665,170.207,208.275,240.867,265.89300000000003,17.562,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
71,FALSE,111,MOLLOY Harry,CONTINENTAL GT RACING,10006816454,GBR,1991,43.929,50.041,171.43200000000002,209.713,241.825,266.264,17.933,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
72,FALSE,55,SHERLOCK Seth,GWIN RACING,10050754929,CAN,2002,43.347,50.846,171.725,209.312,241.762,266.272,17.941,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
73,FALSE,40,PIERCY Jack,COMMENCAL LES ORRES,10068688714,GBR,2004,42.629,49.949,172.893,210.501,242.142,266.41700000000003,18.086,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
74,FALSE,97,HANNAH Michael,YETI / FOX FACTORY RACE TEAM,10002815812,AUS,1983,45.169,48.905,170.21,209.932,242.388,266.422,18.091,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
75,FALSE,64,ABELLA Léo,COMMENCAL LES ORRES,10057059828,FRA,2005,44.145,49.528,174.138,211.147,242.932,266.541,18.21,FALSE,FALSE,FALSE,NA,Fort William,World Cup,2024,Qualifying,Men Elite,Cloudy,21,3,43.49
