rank,protected,nr,name,uci_team,uci_id,nat,yob,speed,split_1,split_2,split_3,split_4,time,time_from_leader,dnf,dsq,dns,points,event_name,event_type,event_year,round_type,round_category,metadata_weather,metadata_temp_deg_c,metadata_distance_km,metadata_average_speed_kmh
116,FALSE,98,SCHNOELLER Kilian,NA,10035154804,AUT,2001,55.556,39.757,109.34100000000001,204.011,235.70499999999998,257.803,42.634,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
117,FALSE,125,MILLINGTON Duke,NA,10010036753,AUS,1998,51.3,42.434,118.956,202.78300000000002,241.249,263.41700000000003,48.248,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
118,FALSE,156,HEFLIN Bodie,NA,10062958741,USA,2004,49.281,43.353,119.59,208.762,239.963,263.904,48.735,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
119,FALSE,164,ROYO BLESA ANTONIO,NA,10059599713,ESP,2003,50.122,43.569,117.564,210.59,242.903,267.091,51.922,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
120,FALSE,154,GOSKA Sondre Laurits Rød,NA,10020307841,NOR,2005,55.814,44.14,120.217,208.97899999999998,243.29,267.459,52.29,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
121,FALSE,90,ROJCEK Adam,NA,10010032612,SVK,1998,54.217,39.666,108.535,214.497,245.311,268.684,53.515,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
122,FALSE,162,O'MAHONEY Archie,NA,10123274654,AUS,2005,52.174,43.462,117.324,219.199,252.139,276.733,61.564,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
123,FALSE,142,SACHA LEONARD,NA,10069201400,FRA,2005,52.326,74.753,149.309,227.473,257.855,280.466,65.297,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
124,FALSE,106,KUSHIMA Yuki,TEAM HIGH COUNTRY,10007430281,JPN,1993,48.501,42.891,116.97800000000001,218.257,257.427,280.864,65.695,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
125,FALSE,149,CARR Lewis,BNC RACING,10117519726,GBR,2004,55.684,40.492,130.126,244.957,275.129,297.903,82.73400000000001,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
126,FALSE,92,GARLICKI Stefan,NA,10006796549,RSA,1990,53.852,39.998,109.175,247.069,275.793,298.989,83.82,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
127,FALSE,105,TRUMMER David,MS INTENSE RACING,10007713403,AUT,1994,55.088,40.433,110.649,251.439,283.155,306.549,91.38,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
128,FALSE,161,MINGUEZ ZANGUITU OXEL,NA,10087936140,ESP,2004,47.291,46.337,125.316,207.251,327.009,351.783,136.614,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
129,FALSE,25,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,58.088,39.135,105.916,298.085,352.294,389.234,174.065,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
130,FALSE,155,GÜRBER Nico,NA,10139617235,SUI,2003,50.776,43.219,117.708,416.795,457.034,481.218,266.049,FALSE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,32,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,55.491,38.464,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,77,MENOYO BUSQUETS Pau,COMMENCAL / SCHWALBE,10079233725,ESP,2003,53.731,39.383,107.068,178.64,285.15,NA,NA,TRUE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,111,FERNANDES Pedro,NA,10060985601,POR,2001,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,121,FERREIRA MARTINS Carlos David,NA,10010022407,GER,1998,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,134,SIRIEIX Florian,NA,10075215602,FRA,2003,49.896,60.008,135.262,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,157,LANCETT-EDWARDS Josh,NA,10124404706,GBR,2005,52.767,42.311,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,31,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,44,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,101,VAUH Miran,DORVAL AM COMMENCAL,10004274549,SLO,1982,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,124,BRANNIGAN George,KENDA NS BIKES UR TEAM,10006834339,NZL,1992,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,145,KITCHEN Nathan,THE GRAVITY COLLECTIVE,10060631549,USA,2005,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,151,FRANCOZ Alix,DORVAL AM COMMENCAL,10068762169,FRA,2004,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
NA,FALSE,167,ZBINDEN Samuel,DORVAL AM COMMENCAL,10004334971,SUI,1983,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Loudenvielle,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.49,41.66
1,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,49.834,42.514,108.202,154.853,210.386,234.003,0,FALSE,FALSE,FALSE,250,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
2,FALSE,23,STEVENS-MCNAB Lachlan,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,49.532,42.996,109.031,154.438,210.566,234.065,0.062,FALSE,FALSE,FALSE,210,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
3,FALSE,48,GREENLAND Laurie,SANTA CRUZ SYNDICATE,10009404738,GBR,1997,50.733,42.799,108.822,154.916,210.91,234.535,0.532,FALSE,FALSE,FALSE,180,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
4,FALSE,21,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,51.282,42.652,107.991,153.065,210.971,235.166,1.163,FALSE,FALSE,FALSE,160,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
5,FALSE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,47.796,42.793,108.35499999999999,154.45499999999998,211.712,235.179,1.176,FALSE,FALSE,FALSE,140,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
6,FALSE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,51.635,42.926,108.756,154.59300000000002,212.122,236.34,2.337,FALSE,FALSE,FALSE,125,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
7,FALSE,63,RUDE JR Richard,YETI / FOX FACTORY RACE TEAM,10007546378,USA,1995,46.826,42.427,109.113,155.632,213.144,236.869,2.866,FALSE,FALSE,FALSE,110,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
8,FALSE,52,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,50.139,43.508,109.67099999999999,155.922,214.372,238.119,4.116,FALSE,FALSE,FALSE,95,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
9,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,48.728,42.844,109.25399999999999,156.11599999999999,214.136,238.364,4.361,FALSE,FALSE,FALSE,80,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
10,TRUE,13,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,49.478,42.027,108.775,156.701,214.688,238.764,4.761,FALSE,FALSE,FALSE,75,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
11,FALSE,35,MEIER-SMITH Luke,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,51.049,42.573,109.852,157.118,215.15800000000002,238.841,4.838,FALSE,FALSE,FALSE,71,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
12,FALSE,87,GWIN Aaron,GWIN RACING,10006516663,USA,1987,48.361,43.162,110.908,157.925,215.004,239.022,5.019,FALSE,FALSE,FALSE,68,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
13,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,50.819,43.266,111.60900000000001,159.641,215.673,239.049,5.046,FALSE,FALSE,FALSE,65,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
14,FALSE,24,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,51.546,42.817,111.775,158.454,215.704,239.567,5.564,FALSE,FALSE,FALSE,63,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
15,FALSE,59,PIERRON Antoine,COMMENCAL / SCHWALBE,10011102844,FRA,1999,49.369,43.853,110.281,156.926,215.223,239.647,5.644,FALSE,FALSE,FALSE,60,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
16,FALSE,67,MCDOWALL Kirk,NA,10008617119,CAN,1990,48.413,43.37,110.52000000000001,157.869,215.863,239.845,5.842,FALSE,FALSE,FALSE,58,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
17,FALSE,46,SUAREZ ALONSO Angel,FRAMEWORKS RACING,10008831529,ESP,1995,50.307,42.102,108.589,157.811,216.156,239.861,5.858,FALSE,FALSE,FALSE,56,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
18,FALSE,86,WOOLLEY Kasper,YT MOB,10084574987,CAN,1999,50.251,44.884,112.039,158.74,216.292,240.007,6.004,FALSE,FALSE,FALSE,54,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
19,FALSE,29,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,48.232,43.417,110.5,158.528,216.61599999999999,240.525,6.522,FALSE,FALSE,FALSE,52,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
20,FALSE,30,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,50.111,44.688,113.953,160.588,217.3,240.807,6.804,FALSE,FALSE,FALSE,50,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
21,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,47.269,43.585,110.862,158.153,217.12,240.954,6.951,FALSE,FALSE,FALSE,48,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
22,FALSE,51,PALAZZARI Davide,THE GRAVITY CARTEL - ROGUE RACING,10010022205,ITA,1995,50.251,44.352,111.72800000000001,158.40699999999998,216.781,241.412,7.409,FALSE,FALSE,FALSE,46,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
23,FALSE,45,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,51.253,43.635,112.661,159.44,218.247,241.873,7.87,FALSE,FALSE,FALSE,44,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
24,FALSE,36,PINKERTON Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,50,43.876,112.561,159.857,218.039,241.947,7.944,FALSE,FALSE,FALSE,42,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
25,FALSE,34,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,49.153,43.592,111.187,159.013,217.74,242.389,8.386,FALSE,FALSE,FALSE,40,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
26,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,50.477,43.473,112.203,158.99099999999999,218.541,242.901,8.898,FALSE,FALSE,FALSE,38,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
27,FALSE,33,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,47.569,43.727,112.336,159.92000000000002,219.004,243.148,9.145,FALSE,FALSE,FALSE,36,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
28,FALSE,43,HARTENSTERN Max,CUBE FACTORY RACING,10011213584,GER,1999,47.619,44.728,114.093,162.865,223.377,248.347,14.344,FALSE,FALSE,FALSE,34,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
29,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,46.778,42.923,109.706,167.953,228.35399999999998,252.842,18.839,FALSE,FALSE,FALSE,32,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
30,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,48.257,42.721,109.39500000000001,197.553,258.064,284.493,50.49,FALSE,FALSE,FALSE,30,Mont-Sainte-Anne,World Cup,2024,Final,Men Elite,Light Rain,16,2.5,38.461
1,FALSE,39,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,52.386,39.88,101.096,145.332,200.508,223.822,0,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
2,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,51.458,41.568,103.06700000000001,147.166,200.476,223.914,0.092,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
3,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,52.478,41.586,103.63499999999999,147.298,200.659,224.07,0.248,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
4,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,52.662,40.372,102.574,146.25,200.769,224.496,0.674,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
5,TRUE,13,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,51.165,40.621,102.49799999999999,146.212,201.153,224.644,0.822,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
6,TRUE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,52.848,40.811,101.532,145.855,200.926,224.769,0.947,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
7,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,51.107,41.297,103.305,147.551,201.808,225.04500000000002,1.223,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
8,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,51.843,40.821,102.202,146.265,201.52,225.436,1.614,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
9,FALSE,36,PINKERTON Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,52.265,41.716,103.77799999999999,147.962,202.725,226.721,2.899,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
10,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,50.477,41.233,103.851,148.126,203.21,226.953,3.131,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
11,FALSE,31,MAPLES Dylan,COMMENCAL/MUC-OFF BY RIDING,10114296696,USA,2003,52.326,41.419,104.00200000000001,148.296,203.51,227.445,3.623,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
12,FALSE,48,GREENLAND Laurie,SANTA CRUZ SYNDICATE,10009404738,GBR,1997,50.083,41.388,103.413,147.90800000000002,204.371,227.68099999999998,3.859,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
13,FALSE,63,RUDE JR Richard,YETI / FOX FACTORY RACE TEAM,10007546378,USA,1995,49.972,41.39,104.431,149.428,204.568,227.791,3.969,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
14,FALSE,35,MEIER-SMITH Luke,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,49.669,41.094,103.388,147.958,204.988,228.572,4.75,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
15,TRUE,22,O CALLAGHAN Oisin,YT MOB,10017486353,IRL,2003,50.992,42.241,104.596,148.922,204.865,228.642,4.82,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
16,FALSE,67,MCDOWALL Kirk,NA,10008617119,CAN,1990,52.509,41.266,104.827,149.238,205.147,228.652,4.83,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
17,FALSE,60,VIDAL Antoine,COMMENCAL LES ORRES,10070590924,FRA,2001,52.417,42.059,105.971,150.331,205.341,228.739,4.917,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
18,FALSE,46,SUAREZ ALONSO Angel,FRAMEWORKS RACING,10008831529,ESP,1995,49.18,40.943,103.8,148.932,204.798,228.753,4.931,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
19,FALSE,33,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,53.004,41.898,104.613,148.505,205.338,228.787,4.965,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
20,FALSE,41,DAVIS Oliver,SANTA CRUZ SYNDICATE,10110838143,AUS,2004,51.724,42.581,105.65,149.432,205.397,229.06900000000002,5.247,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
21,FALSE,34,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,52.113,41.297,104.39,149.697,205.086,229.16899999999998,5.347,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
22,FALSE,86,WOOLLEY Kasper,YT MOB,10084574987,CAN,1999,51.993,42.574,106.125,150.665,205.966,229.45499999999998,5.633,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
23,FALSE,30,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,49.861,41.596,104.84,151.044,206.11,229.504,5.682,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
24,FALSE,87,GWIN Aaron,GWIN RACING,10006516663,USA,1987,48.57,40.868,104.483,149.45499999999998,205.823,229.703,5.881,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
25,FALSE,43,HARTENSTERN Max,CUBE FACTORY RACING,10011213584,GER,1999,50.733,42.064,105.50200000000001,150.832,206.236,229.904,6.082,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
26,FALSE,98,THURLOW Luca,TRIPLE FIVE RACING,10083936205,GBR,2005,49.724,42.346,106.114,151.22,207.477,231.435,7.613,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
27,FALSE,106,WALLACE Mark,WE ARE ONE MOMENTUM PROJECT,10008172636,CAN,1995,50.167,42.06,106.93299999999999,152.026,207.843,231.618,7.796,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
28,FALSE,51,PALAZZARI Davide,THE GRAVITY CARTEL - ROGUE RACING,10010022205,ITA,1995,50.083,43.444,106.777,151.059,207.746,231.624,7.802,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
29,FALSE,131,FRIXTALON Hugo,COMMENCAL ICSTUDIO,10016018118,FRA,1999,51.078,42.238,104.63,150.255,207.527,231.641,7.819,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
30,FALSE,69,FEARON Connor,FORBIDDEN SYNTHESIS TEAM,10007656314,AUS,1994,51.963,41.968,104.424,149.461,207.661,231.817,7.995,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
31,FALSE,50,CHAPELET Simon,CUBE FACTORY RACING,10071553749,FRA,2002,50.251,42.177,105.37100000000001,150.983,208.035,231.857,8.035,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
32,FALSE,47,BREEDEN Joe,INTENSE FACTORY RACING,10011005743,GBR,1999,49.288,41.422,105.24000000000001,150.258,207.895,232.019,8.197,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
33,FALSE,77,REVELLI Loris,NA,10009443942,ITA,1997,52.265,41.997,105.825,151.557,207.731,232.127,8.305,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
34,FALSE,53,SILVA Dante,CANYON CLLCTV PIRELLI,10071893653,USA,2002,51.933,42.54,107.10499999999999,152.09300000000002,208.64,232.301,8.479,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
35,FALSE,101,BLENKINSOP Samuel,ZERODE RACING,10004485929,NZL,1988,49.696,42.756,107.61,153.504,208.773,232.492,8.67,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
36,FALSE,32,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,52.817,42.592,107.045,152.309,209.436,233.101,9.279,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
37,FALSE,78,BANDEIRA Gonçalo,SCOTT DOWNHILL FACTORY,10054661096,POR,2002,48.966,42.655,106.59100000000001,152.553,209.392,233.219,9.397,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
38,FALSE,95,FAYOLLE Alexandre,GASGAS FACTORY RACING,10008168996,FRA,1995,48.544,42.124,105.342,151.574,208.772,233.276,9.454,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
39,TRUE,29,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,49.889,41.576,106.708,153.409,209.851,233.458,9.636,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
40,FALSE,82,PIERRON Baptiste,DORVAL AM COMMENCAL,10008586504,FRA,1993,46.802,42.29,106.461,152.489,209.469,233.474,9.652,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
41,FALSE,52,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,50.167,41.991,107.27600000000001,152.635,209.583,233.567,9.745,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
42,FALSE,114,CONNELLY Jackson,TEAM HIGH COUNTRY,10114106942,AUS,2004,50.992,42.323,105.951,151.275,209.243,233.755,9.933,FALSE,FALSE,FALSE,NA,Mont-Sainte-Anne,World Cup,2024,Qualifying,Men Elite,Sunny,20,2.5,40.211
